pred_demand_mwh_tampa,date_time,lat,long,Year,Month,Day,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,month,day_of_week,day_of_month,hour,is_weekend,season,temperature_3,dew_point_3,zipcode,num_people,person_ratio_to_tampa,real_pred_demand_mwh
45898.918,2019-01-02,30.01,-81.66,2019,1,2,66.54166666666667,78.625,17.833333333333332,0.06,0.7791666666666667,87.86833333333334,20.09583333333333,1021.5,1,2,2,0,0,0,8115.551921802659,5671.4953703703695,,,,
47626.957,2019-01-02,30.05,-83.18,2019,1,2,61.5,120.75,17.445833333333333,0.2,0.7875,90.81833333333331,19.15,1017.625,1,2,2,0,0,0,7022.735874999999,5309.763252531829,32066.0,7312.0,0.00914,435.31038698000003
45888.363,2019-01-02,30.13,-83.58,2019,1,2,63.875,116.54166666666669,17.308333333333337,0.1400000000000001,0.7208333333333333,92.545,18.658333333333328,1019.0416666666666,1,2,2,0,0,0,6495.589073495365,5185.202854745374,32347.0,8057.0,0.01007125,462.15317586375
47253.32,2019-01-02,30.17,-85.66,2019,1,2,63.208333333333336,57.25,18.695833333333333,0.1499999999999999,1.85,96.55916666666666,19.28333333333334,1019.375,1,2,2,0,0,0,7170.448578703709,6534.832848885995,32401.0,22647.0,0.02830875,1337.68242255
44582.973,2019-01-02,30.17,-84.38,2019,1,2,63.125,101.91666666666669,17.229166666666664,0.1299999999999999,0.7708333333333331,93.51750000000004,18.39166666666667,1019.4583333333334,1,2,2,0,0,0,6221.043832754633,5114.377920645253,32327.0,26953.0,0.03369125,1502.0560890862498
45689.953,2019-01-02,30.17,-82.62,2019,1,2,53.91666666666666,162.83333333333334,17.504166666666666,0.12,0.5208333333333333,90.00499999999998,19.391666666666666,1015.625,1,2,2,0,0,0,7291.979041087962,5363.204036530671,32025.0,22380.0,0.027975,1278.176435175
46878.703,2019-01-02,30.29,-82.98,2019,1,2,64.91666666666667,93.16666666666669,17.44166666666667,0.1499999999999999,0.7166666666666668,90.9425,19.133333333333336,1016.9583333333334,1,2,2,0,0,0,7004.415703703707,5305.959697337966,32064.0,6860.0,0.008575,401.984878225
46998.05,2019-01-02,30.29,-82.14,2019,1,2,61.66666666666666,154.89583333333334,17.520833333333332,0.1399999999999999,0.5187500000000002,89.21937499999997,19.566666666666663,1016.0,1,2,2,0,0,0,7491.185296296292,5378.538420500578,32063.0,13429.0,0.01678625,788.9210168125
45117.38,2019-01-02,30.33,-81.66,2019,1,2,57.375,161.75,17.6375,0.11,0.6499999999999999,89.08708333333334,19.65833333333333,1021.0416666666666,1,2,2,0,0,0,7596.964281828701,5486.698302734374,32202.0,7915.0,0.00989375,446.380078375
45453.03,2019-01-02,30.41,-87.22,2019,1,2,34.541666666666664,0.375,19.0,0.1,0.8416666666666665,97.09333333333336,19.491666666666667,1019.5,1,2,2,0,0,0,7405.372811921296,6859.0,32502.0,3331.0,0.00416375,189.2550536625
46633.496,2019-01-02,30.45,-87.22,2019,1,2,34.5625,1.7291666666666667,18.77500000000001,0.1324999999999998,1.1354166666666663,97.48000000000002,19.19375,1016.0625,1,2,2,0,0,0,7070.978249755861,6618.19923437501,32503.0,32011.0,0.04001375,1865.98105057
44625.883,2019-01-02,30.45,-85.06,2019,1,2,46.41666666666666,39.29166666666666,17.425,0.12,0.2708333333333333,91.68166666666666,18.979166666666664,1016.8333333333334,1,2,2,0,0,0,6836.462230541086,5290.763640625,32424.0,7994.0,0.0099925,445.9241358775
44625.883,2019-01-02,30.45,-84.98,2019,1,2,49.583333333333336,43.833333333333336,17.39166666666667,0.11,0.2666666666666666,91.53916666666665,18.979166666666668,1016.8333333333334,1,2,2,0,0,0,6836.462230541089,5260.458624421299,32321.0,6460.0,0.008075,360.35400522500004
45953.293,2019-01-02,30.45,-84.3,2019,1,2,62.75,106.58333333333331,17.041666666666668,0.1400000000000001,0.3041666666666667,91.42,18.64583333333333,1016.5,1,2,2,0,0,0,6482.542815031824,4949.213614004631,32304.0,49927.0,0.06240875,2867.8875745137498
46322.336,2019-01-02,30.45,-83.42,2019,1,2,59.625,130.875,17.237499999999997,0.1400000000000001,0.6916666666666668,91.78083333333336,18.754166666666663,1015.6666666666666,1,2,2,0,0,0,6596.192382884834,5121.802615234373,32340.0,11808.0,0.01476,683.71767936
44447.527,2019-01-02,30.53,-83.86,2019,1,2,61.708333333333336,113.5,16.97916666666667,0.12,0.6000000000000001,91.77416666666667,18.512500000000003,1014.0,1,2,2,0,0,0,6344.468048828128,4894.959626374425,32344.0,13193.0,0.01649125,732.9952796387499
44486.594,2019-01-02,30.57,-84.58,2019,1,2,61.75,76.08333333333333,17.07916666666667,0.12,0.3166666666666667,91.86375,18.591666666666672,1012.8333333333334,1,2,2,0,0,0,6426.210874421302,4981.957631582757,32351.0,17486.0,0.0218575,972.3657283549999
47027.055,2019-01-02,30.65,-87.06,2019,1,2,28.58333333333333,0.375,18.55,0.1400000000000001,0.9416666666666668,96.7175,19.1125,1015.0833333333334,1,2,2,0,0,0,6981.560330078122,6383.101375000001,32570.0,28817.0,0.03602125,1693.9733049187498
44616.375,2019-01-02,30.65,-81.46,2019,1,2,56.41666666666666,156.29166666666666,17.516666666666666,0.1299999999999999,1.3541666666666663,91.31541666666668,19.03333333333333,1020.625,1,2,2,0,0,0,6895.163370370368,5374.702087962962,32034.0,31008.0,0.03876,1729.330695
48517.07,2019-01-02,30.73,-86.1,2019,1,2,29.70833333333333,3.125,18.6375,0.1400000000000001,0.9583333333333336,96.04416666666668,19.325,1012.0833333333334,1,2,2,0,0,0,7217.029953124999,6473.855021484374,32433.0,16025.0,0.02003125,971.8575584375
47870.984,2019-01-02,30.77,-86.58,2019,1,2,24.08333333333333,0.125,18.679166666666667,0.1400000000000001,0.7583333333333334,96.42375,19.29583333333333,1013.9583333333334,1,2,2,0,0,0,7184.4018801359925,6517.371714916088,32536.0,19709.0,0.02463625,1179.36152957
48094.61,2019-01-02,30.77,-85.54,2019,1,2,46.708333333333336,8.75,18.2,0.1400000000000001,1.3083333333333336,94.67958333333333,19.1375,1014.8333333333334,1,2,2,0,0,0,7008.992755859375,6028.567999999999,32428.0,17412.0,0.021765,1046.77918665
44917.62,2019-01-02,30.77,-85.22,2019,1,2,49.54166666666666,36.458333333333336,17.883333333333333,0.1299999999999999,0.9333333333333332,93.49041666666665,19.058333333333334,1015.8333333333334,1,2,2,0,0,0,6922.369156828704,5719.333412037036,32448.0,8684.0,0.010855,487.5807651
46148.7,2019-01-02,30.81,-85.7,2019,1,2,39.66666666666666,2.583333333333333,18.4625,0.1299999999999999,1.3333333333333333,95.35166666666665,19.275,1014.4166666666666,1,2,2,0,0,0,7161.156421874998,6293.199869140623,32425.0,13586.0,0.0169825,783.72029775
