,id_x,plant_id_eia_x,generator_id_x,report_date_x,net_generation_mwh,plant_generator_id,utility_id_eia,id_y,plant_id_eia_y,generator_id_y,report_date_y,energy_source_code_1,operational_status,capacity_mw
401889,401890,7380,ST3,10/1/18,109301,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
401890,401891,7380,ST3,11/1/18,50069,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
401891,401892,7380,ST3,12/1/18,55598,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
402744,402745,7873,1A,1/1/18,44339,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402745,402746,7873,1A,2/1/18,77605,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402746,402747,7873,1A,3/1/18,64852,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402747,402748,7873,1A,4/1/18,34564,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402748,402749,7873,1A,5/1/18,58728,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402749,402750,7873,1A,6/1/18,66912,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402750,402751,7873,1A,7/1/18,61730,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402751,402752,7873,1A,8/1/18,56444,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402752,402753,7873,1A,9/1/18,68585,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402753,402754,7873,1A,10/1/18,50447,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402754,402755,7873,1A,11/1/18,43441,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402755,402756,7873,1A,12/1/18,59652,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
402756,402757,7873,1B,1/1/18,56860,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402757,402758,7873,1B,2/1/18,70730,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402758,402759,7873,1B,3/1/18,59536,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402759,402760,7873,1B,4/1/18,35195,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402760,402761,7873,1B,5/1/18,71464,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402761,402762,7873,1B,6/1/18,70802,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402762,402763,7873,1B,7/1/18,73368,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402763,402764,7873,1B,8/1/18,65629,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402764,402765,7873,1B,9/1/18,63617,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402765,402766,7873,1B,10/1/18,37022,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402766,402767,7873,1B,11/1/18,43419,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402767,402768,7873,1B,12/1/18,54911,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
402768,402769,7873,1C,1/1/18,39276,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402769,402770,7873,1C,2/1/18,64742,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402770,402771,7873,1C,3/1/18,74380,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402771,402772,7873,1C,4/1/18,35711,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402772,402773,7873,1C,5/1/18,54615,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402773,402774,7873,1C,6/1/18,60939,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402774,402775,7873,1C,7/1/18,64173,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402775,402776,7873,1C,8/1/18,60063,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402776,402777,7873,1C,9/1/18,59703,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402777,402778,7873,1C,10/1/18,54060,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402778,402779,7873,1C,11/1/18,79660,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402779,402780,7873,1C,12/1/18,57911,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
402780,402781,7873,2A,1/1/18,27668,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402781,402782,7873,2A,2/1/18,0,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402782,402783,7873,2A,3/1/18,0,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402783,402784,7873,2A,4/1/18,30054,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402784,402785,7873,2A,5/1/18,60423,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402785,402786,7873,2A,6/1/18,58284,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402786,402787,7873,2A,7/1/18,58067,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402787,402788,7873,2A,8/1/18,43046,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402788,402789,7873,2A,9/1/18,52123,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402789,402790,7873,2A,10/1/18,49591,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402790,402791,7873,2A,11/1/18,49429,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402791,402792,7873,2A,12/1/18,35702,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
402792,402793,7873,2B,1/1/18,53654,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402793,402794,7873,2B,2/1/18,0,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402794,402795,7873,2B,3/1/18,0,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402795,402796,7873,2B,4/1/18,25725,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402796,402797,7873,2B,5/1/18,56911,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402797,402798,7873,2B,6/1/18,62647,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402798,402799,7873,2B,7/1/18,63084,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402799,402800,7873,2B,8/1/18,50151,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402800,402801,7873,2B,9/1/18,48435,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402801,402802,7873,2B,10/1/18,55410,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402802,402803,7873,2B,11/1/18,55787,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402803,402804,7873,2B,12/1/18,35678,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
402804,402805,7873,2C,1/1/18,36602,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402805,402806,7873,2C,2/1/18,0,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402806,402807,7873,2C,3/1/18,0,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402807,402808,7873,2C,4/1/18,34219,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402808,402809,7873,2C,5/1/18,54807,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402809,402810,7873,2C,6/1/18,38914,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402810,402811,7873,2C,7/1/18,57172,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402811,402812,7873,2C,8/1/18,91832,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402812,402813,7873,2C,9/1/18,65404,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402813,402814,7873,2C,10/1/18,69939,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402814,402815,7873,2C,11/1/18,55676,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402815,402816,7873,2C,12/1/18,95330,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
402816,402817,7873,2D,1/1/18,35619,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402817,402818,7873,2D,2/1/18,0,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402818,402819,7873,2D,3/1/18,0,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402819,402820,7873,2D,4/1/18,32428,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402820,402821,7873,2D,5/1/18,55362,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402821,402822,7873,2D,6/1/18,56210,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402822,402823,7873,2D,7/1/18,49224,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402823,402824,7873,2D,8/1/18,71555,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402824,402825,7873,2D,9/1/18,91596,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402825,402826,7873,2D,10/1/18,92420,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402826,402827,7873,2D,11/1/18,68865,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402827,402828,7873,2D,12/1/18,86656,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
402828,402829,7873,1ST,1/1/18,77368,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402829,402830,7873,1ST,2/1/18,119771,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402830,402831,7873,1ST,3/1/18,109942,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402831,402832,7873,1ST,4/1/18,57432,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402832,402833,7873,1ST,5/1/18,100670,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402833,402834,7873,1ST,6/1/18,107361,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402834,402835,7873,1ST,7/1/18,108023,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402835,402836,7873,1ST,8/1/18,99042,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402836,402837,7873,1ST,9/1/18,103828,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402837,402838,7873,1ST,10/1/18,76239,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402838,402839,7873,1ST,11/1/18,89349,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402839,402840,7873,1ST,12/1/18,93727,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
402840,402841,7873,2ST,1/1/18,79045,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402841,402842,7873,2ST,2/1/18,0,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402842,402843,7873,2ST,3/1/18,-3411,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402843,402844,7873,2ST,4/1/18,64736,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402844,402845,7873,2ST,5/1/18,120223,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402845,402846,7873,2ST,6/1/18,114586,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402846,402847,7873,2ST,7/1/18,122070,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402847,402848,7873,2ST,8/1/18,135816,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402848,402849,7873,2ST,9/1/18,136529,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402849,402850,7873,2ST,10/1/18,144869,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402850,402851,7873,2ST,11/1/18,118998,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
402851,402852,7873,2ST,12/1/18,135150,7873_2ST,18454,18758,7873,2ST,1/1/20,NG,existing,445.7
422208,422209,55292,CTG1,1/1/18,78270,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422209,422210,55292,CTG1,2/1/18,18236,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422210,422211,55292,CTG1,3/1/18,46603,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422211,422212,55292,CTG1,4/1/18,38407,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422212,422213,55292,CTG1,5/1/18,34005,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422213,422214,55292,CTG1,6/1/18,37731,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422214,422215,55292,CTG1,7/1/18,48025,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422215,422216,55292,CTG1,8/1/18,53932,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422216,422217,55292,CTG1,9/1/18,56709,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422217,422218,55292,CTG1,10/1/18,88183,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422218,422219,55292,CTG1,11/1/18,34523,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422219,422220,55292,CTG1,12/1/18,26003,55292_CTG1,2929,12549,55292,CTG1,1/1/20,NG,existing,210.8
422220,422221,55292,CTG2,1/1/18,78970,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422221,422222,55292,CTG2,2/1/18,18994,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422222,422223,55292,CTG2,3/1/18,51870,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422223,422224,55292,CTG2,4/1/18,46776,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422224,422225,55292,CTG2,5/1/18,43253,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422225,422226,55292,CTG2,6/1/18,43159,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422226,422227,55292,CTG2,7/1/18,54586,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422227,422228,55292,CTG2,8/1/18,58775,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422228,422229,55292,CTG2,9/1/18,60177,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422229,422230,55292,CTG2,10/1/18,89701,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422230,422231,55292,CTG2,11/1/18,18685,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422231,422232,55292,CTG2,12/1/18,26819,55292_CTG2,2929,12548,55292,CTG2,1/1/20,NG,existing,210.8
422232,422233,55292,CTG3,1/1/18,79936,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422233,422234,55292,CTG3,2/1/18,19795,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422234,422235,55292,CTG3,3/1/18,52251,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422235,422236,55292,CTG3,4/1/18,46548,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422236,422237,55292,CTG3,5/1/18,40046,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422237,422238,55292,CTG3,6/1/18,39937,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422238,422239,55292,CTG3,7/1/18,51649,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422239,422240,55292,CTG3,8/1/18,57639,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422240,422241,55292,CTG3,9/1/18,59031,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422241,422242,55292,CTG3,10/1/18,89259,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422242,422243,55292,CTG3,11/1/18,35521,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422243,422244,55292,CTG3,12/1/18,28132,55292_CTG3,2929,12547,55292,CTG3,1/1/20,NG,existing,210.8
422244,422245,55292,STG1,1/1/18,115449,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422245,422246,55292,STG1,2/1/18,28524,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422246,422247,55292,STG1,3/1/18,79721,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422247,422248,55292,STG1,4/1/18,71498,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422248,422249,55292,STG1,5/1/18,66304,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422249,422250,55292,STG1,6/1/18,69137,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422250,422251,55292,STG1,7/1/18,86345,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422251,422252,55292,STG1,8/1/18,97173,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422252,422253,55292,STG1,9/1/18,99380,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422253,422254,55292,STG1,10/1/18,148191,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422254,422255,55292,STG1,11/1/18,45953,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422255,422256,55292,STG1,12/1/18,43089,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
422256,422257,55293,CTG1,1/1/18,93341,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422257,422258,55293,CTG1,2/1/18,90340,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422258,422259,55293,CTG1,3/1/18,91643,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422259,422260,55293,CTG1,4/1/18,91265,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422260,422261,55293,CTG1,5/1/18,89176,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422261,422262,55293,CTG1,6/1/18,78100,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422262,422263,55293,CTG1,7/1/18,92071,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422263,422264,55293,CTG1,8/1/18,87447,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422264,422265,55293,CTG1,9/1/18,86546,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422265,422266,55293,CTG1,10/1/18,67925,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422266,422267,55293,CTG1,11/1/18,98043,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422267,422268,55293,CTG1,12/1/18,108211,55293_CTG1,29122,12545,55293,CTG1,1/1/20,NG,existing,210
422268,422269,55293,CTG2,1/1/18,85587,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422269,422270,55293,CTG2,2/1/18,17351,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422270,422271,55293,CTG2,3/1/18,99517,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422271,422272,55293,CTG2,4/1/18,77432,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422272,422273,55293,CTG2,5/1/18,50527,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422273,422274,55293,CTG2,6/1/18,60556,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422274,422275,55293,CTG2,7/1/18,68244,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422275,422276,55293,CTG2,8/1/18,65910,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422276,422277,55293,CTG2,9/1/18,63071,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422277,422278,55293,CTG2,10/1/18,64056,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422278,422279,55293,CTG2,11/1/18,71009,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422279,422280,55293,CTG2,12/1/18,45595,55293_CTG2,29122,12544,55293,CTG2,1/1/20,NG,existing,210
422280,422281,55293,CTG3,1/1/18,119365,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422281,422282,55293,CTG3,2/1/18,94038,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422282,422283,55293,CTG3,3/1/18,97846,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422283,422284,55293,CTG3,4/1/18,106407,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422284,422285,55293,CTG3,5/1/18,101915,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422285,422286,55293,CTG3,6/1/18,91015,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422286,422287,55293,CTG3,7/1/18,92897,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422287,422288,55293,CTG3,8/1/18,100771,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422288,422289,55293,CTG3,9/1/18,99001,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422289,422290,55293,CTG3,10/1/18,70640,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422290,422291,55293,CTG3,11/1/18,89575,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422291,422292,55293,CTG3,12/1/18,42485,55293_CTG3,29122,12543,55293,CTG3,1/1/20,NG,existing,210
422292,422293,55293,STG1,1/1/18,140457,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422293,422294,55293,STG1,2/1/18,97321,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422294,422295,55293,STG1,3/1/18,146549,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422295,422296,55293,STG1,4/1/18,140023,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422296,422297,55293,STG1,5/1/18,133050,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422297,422298,55293,STG1,6/1/18,137292,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422298,422299,55293,STG1,7/1/18,151848,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422299,422300,55293,STG1,8/1/18,147910,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422300,422301,55293,STG1,9/1/18,147636,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422301,422302,55293,STG1,10/1/18,123838,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422302,422303,55293,STG1,11/1/18,129175,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
422303,422304,55293,STG1,12/1/18,88834,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
432948,432949,136,1,1/1/19,358165,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432949,432950,136,1,2/1/19,203325,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432950,432951,136,1,3/1/19,24646,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432951,432952,136,1,4/1/19,266812,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432952,432953,136,1,5/1/19,340398,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432953,432954,136,1,6/1/19,359462,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432954,432955,136,1,7/1/19,345159,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432955,432956,136,1,8/1/19,325211,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432956,432957,136,1,9/1/19,366054,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432957,432958,136,1,10/1/19,374252,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432958,432959,136,1,11/1/19,357959,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432959,432960,136,1,12/1/19,77935,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
432960,432961,136,2,1/1/19,363998,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432961,432962,136,2,2/1/19,321292,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432962,432963,136,2,3/1/19,380935,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432963,432964,136,2,4/1/19,208505,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432964,432965,136,2,5/1/19,373721,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432965,432966,136,2,6/1/19,319310,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432966,432967,136,2,7/1/19,289609,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432967,432968,136,2,8/1/19,372120,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432968,432969,136,2,9/1/19,261207,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432969,432970,136,2,10/1/19,352953,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432970,432971,136,2,11/1/19,61136,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
432971,432972,136,2,12/1/19,349978,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
435324,435325,645,ST1,1/1/19,15607,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435325,435326,645,ST1,2/1/19,0,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435326,435327,645,ST1,3/1/19,95509,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435327,435328,645,ST1,4/1/19,108049,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435328,435329,645,ST1,5/1/19,61574,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435329,435330,645,ST1,6/1/19,86621,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435330,435331,645,ST1,7/1/19,88399,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435331,435332,645,ST1,8/1/19,0,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435332,435333,645,ST1,9/1/19,126700,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435333,435334,645,ST1,10/1/19,31857,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435334,435335,645,ST1,11/1/19,18295,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435335,435336,645,ST1,12/1/19,0,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
435336,435337,645,ST2,1/1/19,28504,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
435337,435338,645,ST2,2/1/19,69440,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
435338,435339,645,ST2,3/1/19,22089,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
